user_id,username,email,age,subscription,region,city,product_category,sale_amount,price,store_id,transaction_date,raw_timestamp,status
1047,user_1047,user_1047@example.com,35,Basic,East,New York,Sports,277.36,282.93,103,2026-07-07,2026-07-07 00:00:00,
1000,user_1000,user_1000@example.com,53,Premium,East,New York,Sports,76.19,61.15,102,2026-07-12,12/07/2026 12:00 AM,Cancelled
1070,user_1070,user_1070@example.com,51,Basic,East,New York,Electronics,28.49,24.37,103,2026-06-20,2026-06-20 00:00:00,Cancelled
1011,user_1011,user_1011@example.com,28,Premium,East,New York,Home & Kitchen,398.52,450.44,101,2026-06-29,29/06/2026 12:00 AM,
1010,user_1010,user_1010@example.com,36,Standard,East,New York,Books,214.1,245.77,102,2026-06-25,2026-06-25 00:00:00,Active
1081,user_1081,user_1081@example.com,34,Premium,East,New York,Home & Kitchen,274.57,274.83,102,2026-07-14,2026-07-14 00:00:00,
1057,user_1057,user_1057@example.com,20,Basic,East,New York,Books,151.99,129.63,101,2026-07-03,03/07/2026 12:00 AM,
1033,user_1033,user_1033@example.com,59,Basic,East,New York,Clothing,245.65,235.36,102,2026-07-01,2026-07-01 00:00:00,Pending
1031,user_1031,user_1031@example.com,35,Premium,East,New York,Electronics,339.16,318.58,103,2026-07-07,07/07/2026 12:00 AM,Cancelled
1021,user_1021,user_1021@example.com,43,Basic,East,New York,Books,31.99,28.15,103,2026-07-14,2026-07-14 00:00:00,Active
1094,user_1094,user_1094@example.com,24,Standard,East,New York,Electronics,178.2,164.31,104,2026-07-18,2026-07-18 00:00:00,Pending
1026,user_1026,user_1026@example.com,50,Free,East,New York,Sports,367.66,396.89,101,2026-07-06,2026-07-06 00:00:00,Active
1032,user_1032,user_1032@example.com,59,Standard,East,New York,Electronics,237.83,196.6,103,2026-06-27,2026-06-27 00:00:00,Active
1002,user_1002,user_1002@example.com,39,Basic,East,New York,Books,259.18,301.05,104,2026-06-21,21/06/2026 12:00 AM,Pending
1064,user_1064,user_1064@example.com,60,Premium,East,New York,Electronics,131.22,122.48,104,2026-06-25,2026-06-25 00:00:00,Cancelled
1045,user_1045,user_1045@example.com,47,Standard,East,New York,Electronics,316.64,366.09,101,2026-06-18,2026-06-18 00:00:00,Pending
1043,user_1043,user_1043@example.com,20,Free,East,New York,Sports,480.7,504.84,102,2026-07-05,2026-07-05 00:00:00,Cancelled
1077,user_1077,user_1077@example.com,28,Basic,East,New York,Sports,275.26,315.18,103,2026-06-26,2026-06-26 00:00:00,Pending
1055,user_1055,user_1055@example.com,24,Basic,East,New York,Home & Kitchen,43.23,47.02,102,2026-07-08,2026-07-08 00:00:00,Active
1097,user_1097,user_1097@example.com,41,Standard,East,New York,Books,375.35,395.9,103,2026-07-14,2026-07-14 00:00:00,Pending
1003,user_1003,user_1003@example.com,32,Basic,East,New York,Sports,123.77,116.8,104,2026-07-14,2026-07-14 00:00:00,Cancelled
1023,user_1023,user_1023@example.com,23,Basic,East,New York,Clothing,120.87,143.54,103,2026-06-18,2026-06-18 00:00:00,Pending
1096,user_1096,user_1096@example.com,43,Free,East,New York,Home & Kitchen,434.72,422.12,101,2026-06-29,2026-06-29 00:00:00,Cancelled
1050,user_1050,user_1050@example.com,53,Premium,East,New York,Sports,63.56,73.16,102,2026-07-02,2026-07-02 00:00:00,Active
1071,user_1071,user_1071@example.com,18,Basic,East,New York,Home & Kitchen,225.38,250.05,103,2026-07-04,2026-07-04 00:00:00,Active
1088,user_1088,user_1088@example.com,56,Free,East,New York,Electronics,364.1,404.69,102,2026-07-06,2026-07-06 00:00:00,Pending
1058,user_1058,user_1058@example.com,27,Free,East,New York,Electronics,132.54,154.13,102,2026-06-26,26/06/2026 12:00 AM,
1081,user_1081,user_1081@example.com,39,Basic,East,New York,Books,279.67,,102,2026-06-19,2026-06-19 00:00:00,Pending
1020,user_1020,user_1020@example.com,60,Premium,East,New York,Books,160.95,190.63,103,2026-06-28,2026-06-28 00:00:00,Pending
1000,user_1000,user_1000@example.com,44,Free,East,New York,Books,276.32,,104,2026-07-11,2026-07-11 00:00:00,
1052,user_1052,user_1052@example.com,15,Basic,East,New York,Sports,146.28,165.01,102,2026-07-17,17/07/2026 12:00 AM,Cancelled
1004,user_1004,,51,Standard,East,New York,Home & Kitchen,460.99,,104,2026-07-13,2026-07-13 00:00:00,Pending
1058,user_1058,user_1058@example.com,17,Premium,East,New York,Home & Kitchen,168.18,189.72,104,2026-06-22,2026-06-22 00:00:00,Pending
1015,user_1015,user_1015@example.com,48,Free,East,New York,Sports,112.82,92.88,101,2026-07-03,2026-07-03 00:00:00,Cancelled
1054,user_1054,user_1054@example.com,48,Standard,East,New York,Clothing,311.0,339.51,104,2026-07-03,2026-07-03 00:00:00,Pending
1090,user_1090,user_1090@example.com,22,Premium,East,New York,Books,316.48,360.54,104,2026-07-05,,Cancelled
1071,user_1071,user_1071@example.com,55,Basic,East,New York,Home & Kitchen,134.66,,103,2026-07-02,2026-07-02 00:00:00,Active
1087,user_1087,user_1087@example.com,51,Premium,East,New York,Clothing,105.07,122.82,104,2026-06-19,19/06/2026 12:00 AM,Pending
1061,user_1061,user_1061@example.com,49,Standard,East,New York,Books,394.15,432.4,103,2026-06-30,2026-06-30 00:00:00,Active
1026,user_1026,user_1026@example.com,37,Premium,East,New York,Clothing,147.43,,104,2026-06-28,2026-06-28 00:00:00,
1023,user_1023,user_1023@example.com,34,Standard,East,New York,Electronics,143.03,,102,2026-07-07,2026-07-07 00:00:00,Pending
1067,user_1067,user_1067@example.com,17,Basic,East,New York,Electronics,227.45,,104,2026-06-20,2026-06-20 00:00:00,
1093,user_1093,user_1093@example.com,35,Basic,East,New York,Electronics,412.85,442.03,102,2026-07-12,2026-07-12 00:00:00,Active
1000,user_1000,,53,Premium,East,New York,Home & Kitchen,238.77,,103,2026-07-18,2026-07-18 00:00:00,Pending
1041,user_1041,user_1041@example.com,49,Standard,East,New York,Books,338.85,292.43,101,2026-07-18,2026-07-18 00:00:00,Active
1026,user_1026,user_1026@example.com,32,Basic,East,New York,Home & Kitchen,291.3,269.32,103,2026-07-01,2026-07-01 00:00:00,
1086,user_1086,user_1086@example.com,20,Free,East,New York,Books,97.7,101.32,104,2026-06-29,2026-06-29 00:00:00,Pending
1091,user_1091,user_1091@example.com,20,Free,East,New York,Sports,74.58,87.1,104,2026-07-15,2026-07-15 00:00:00,
1060,user_1060,user_1060@example.com,54,Standard,East,New York,Home & Kitchen,202.12,215.47,103,2026-07-04,04/07/2026 12:00 AM,Active
1044,user_1044,user_1044@example.com,33,Standard,East,New York,Sports,291.59,280.59,101,2026-07-08,08/07/2026 12:00 AM,Cancelled
1068,user_1068,user_1068@example.com,30,Basic,East,New York,Sports,87.92,72.66,102,2026-06-22,2026-06-22 00:00:00,
1072,user_1072,user_1072@example.com,30,Basic,East,New York,Electronics,372.29,422.44,101,2026-06-30,2026-06-30 00:00:00,Active
1056,user_1056,user_1056@example.com,19,Premium,East,New York,Sports,387.96,387.07,101,2026-07-16,2026-07-16 00:00:00,Active
1096,user_1096,user_1096@example.com,49,Standard,East,New York,Books,311.63,274.94,103,2026-07-09,2026-07-09 00:00:00,Cancelled
1055,user_1055,user_1055@example.com,20,Premium,East,New York,Sports,493.35,419.85,103,2026-07-17,2026-07-17 00:00:00,Active
1000,user_1000,user_1000@example.com,37,Premium,East,New York,Home & Kitchen,434.18,469.3,104,2026-06-28,2026-06-28 00:00:00,
1055,user_1055,user_1055@example.com,45,Basic,East,New York,Clothing,282.16,266.39,104,2026-07-14,2026-07-14 00:00:00,Pending
1017,,user_1017@example.com,24,Free,East,New York,Books,487.74,416.96,104,2026-06-21,2026-06-21 00:00:00,
1079,user_1079,user_1079@example.com,50,Free,East,New York,Books,184.1,191.8,104,2026-06-21,2026-06-21 00:00:00,Cancelled
1052,user_1052,user_1052@example.com,17,Premium,East,New York,Sports,246.8,254.72,101,2026-07-14,2026-07-14 00:00:00,Cancelled
1059,user_1059,user_1059@example.com,54,Premium,East,New York,Clothing,241.5,285.98,101,2026-06-27,2026-06-27 00:00:00,Cancelled
1078,user_1078,user_1078@example.com,15,Free,East,New York,Books,261.2,285.63,104,2026-07-07,2026-07-07 00:00:00,Cancelled
1021,,user_1021@example.com,34,Standard,East,New York,Electronics,318.36,327.64,103,2026-06-23,23/06/2026 12:00 AM,
1010,user_1010,user_1010@example.com,32,Standard,East,New York,Clothing,311.74,281.43,101,2026-06-29,2026-06-29 00:00:00,Pending
1084,user_1084,user_1084@example.com,31,Basic,East,New York,Books,98.6,80.19,101,2026-06-18,2026-06-18 00:00:00,Pending
1063,user_1063,user_1063@example.com,39,Basic,East,New York,Books,365.74,377.12,103,2026-07-17,2026-07-17 00:00:00,Active
1006,user_1006,user_1006@example.com,34,Free,East,New York,Sports,124.49,119.02,103,2026-07-14,2026-07-14 00:00:00,Cancelled
1057,user_1057,user_1057@example.com,48,Premium,East,New York,Electronics,459.68,543.56,104,2026-06-29,2026-06-29 00:00:00,Cancelled
1034,user_1034,user_1034@example.com,56,Free,East,New York,Books,388.84,425.28,102,2026-07-02,2026-07-02 00:00:00,Pending
1040,user_1040,user_1040@example.com,19,Premium,East,New York,Books,57.87,56.62,102,2026-06-25,2026-06-25 00:00:00,Active
1079,user_1079,user_1079@example.com,57,Basic,East,New York,Sports,322.66,273.61,102,2026-07-06,2026-07-06 00:00:00,Pending
1014,user_1014,user_1014@example.com,44,Premium,East,New York,Books,462.12,448.62,103,2026-07-10,10/07/2026 12:00 AM,Active
1048,user_1048,user_1048@example.com,31,Standard,East,New York,Clothing,225.88,264.6,104,2026-07-13,2026-07-13 00:00:00,
1027,user_1027,user_1027@example.com,43,Standard,East,New York,Electronics,27.08,,103,2026-06-24,2026-06-24 00:00:00,Pending
1083,user_1083,user_1083@example.com,57,Free,East,New York,Home & Kitchen,84.29,80.63,101,2026-07-02,2026-07-02 00:00:00,
1055,user_1055,user_1055@example.com,19,Basic,East,New York,Electronics,198.37,220.57,101,2026-06-30,2026-06-30 00:00:00,Cancelled
1087,user_1087,user_1087@example.com,56,Premium,East,New York,Home & Kitchen,271.97,226.33,104,2026-06-24,2026-06-24 00:00:00,Pending
1070,,user_1070@example.com,27,Standard,East,New York,Books,449.27,423.98,101,2026-06-20,2026-06-20 00:00:00,Pending
1004,user_1004,user_1004@example.com,52,Basic,East,New York,Books,200.5,212.0,104,2026-07-01,2026-07-01 00:00:00,Active
1004,user_1004,user_1004@example.com,17,Free,East,New York,Electronics,113.72,114.77,102,2026-06-25,2026-06-25 00:00:00,Active
1094,user_1094,user_1094@example.com,45,Premium,East,New York,Clothing,353.64,307.28,101,2026-06-20,2026-06-20 00:00:00,
1078,user_1078,user_1078@example.com,21,Premium,East,New York,Books,301.54,248.84,102,2026-07-05,2026-07-05 00:00:00,
1041,user_1041,user_1041@example.com,49,Basic,East,New York,Home & Kitchen,419.85,464.22,102,2026-07-08,2026-07-08 00:00:00,
1021,user_1021,user_1021@example.com,43,Basic,West,Los Angeles,Sports,29.94,,104,2026-06-24,2026-06-24 00:00:00,Active
1000,,user_1000@example.com,60,Standard,West,Los Angeles,Books,349.82,346.46,102,2026-07-12,2026-07-12 00:00:00,
1052,user_1052,user_1052@example.com,59,Premium,West,Los Angeles,Sports,98.2,115.89,103,2026-07-07,2026-07-07 00:00:00,Pending
1015,user_1015,user_1015@example.com,54,Standard,West,Los Angeles,Sports,258.69,271.78,102,2026-07-10,2026-07-10 00:00:00,Pending
1087,user_1087,user_1087@example.com,46,Basic,West,Los Angeles,Clothing,338.37,,103,2026-07-09,2026-07-09 00:00:00,
1005,user_1005,user_1005@example.com,49,Basic,West,Los Angeles,Clothing,394.89,334.25,102,2026-06-25,2026-06-25 00:00:00,
1025,user_1025,user_1025@example.com,29,Premium,West,Los Angeles,Home & Kitchen,121.61,117.36,102,2026-07-06,06/07/2026 12:00 AM,
1006,user_1006,user_1006@example.com,54,Free,West,Los Angeles,Clothing,199.79,217.36,103,2026-07-10,2026-07-10 00:00:00,Active
1035,user_1035,user_1035@example.com,44,Free,West,Los Angeles,Clothing,382.57,351.22,102,2026-06-23,2026-06-23 00:00:00,Pending
1073,user_1073,user_1073@example.com,20,Free,West,Los Angeles,Sports,249.71,258.86,104,2026-07-10,,
1094,user_1094,user_1094@example.com,42,Basic,West,Los Angeles,Sports,473.66,549.11,104,2026-07-17,,
1093,user_1093,,48,Free,West,Los Angeles,Books,406.76,341.35,104,2026-07-11,2026-07-11 00:00:00,
1027,user_1027,user_1027@example.com,56,Premium,West,Los Angeles,Electronics,245.09,265.02,101,2026-07-04,2026-07-04 00:00:00,
1023,user_1023,user_1023@example.com,44,Premium,West,Los Angeles,Electronics,198.59,201.05,103,2026-07-05,2026-07-05 00:00:00,Pending
1100,user_1100,user_1100@example.com,36,Premium,West,Los Angeles,Sports,473.21,546.65,101,2026-07-06,2026-07-06 00:00:00,Cancelled
1046,user_1046,user_1046@example.com,19,Basic,West,Los Angeles,Clothing,490.81,414.94,104,2026-06-25,2026-06-25 00:00:00,Pending
1096,user_1096,user_1096@example.com,37,Standard,West,Los Angeles,Sports,343.31,283.35,103,2026-07-04,2026-07-04 00:00:00,Active
1060,user_1060,user_1060@example.com,49,Standard,West,Los Angeles,Books,314.27,370.26,101,2026-07-12,2026-07-12 00:00:00,Active
1050,user_1050,user_1050@example.com,19,Premium,West,Los Angeles,Clothing,145.21,145.0,102,2026-07-02,02/07/2026 12:00 AM,
1087,user_1087,user_1087@example.com,37,Free,West,Los Angeles,Books,371.48,,102,2026-07-16,,Pending
1066,user_1066,user_1066@example.com,36,Standard,West,Los Angeles,Books,300.75,341.88,104,2026-07-04,2026-07-04 00:00:00,Cancelled
1021,user_1021,user_1021@example.com,38,Standard,West,Los Angeles,Electronics,82.69,97.78,102,2026-06-26,2026-06-26 00:00:00,Pending
1090,user_1090,user_1090@example.com,24,Basic,West,Los Angeles,Clothing,67.29,69.3,104,2026-07-10,2026-07-10 00:00:00,Active
1085,user_1085,user_1085@example.com,38,Free,West,Los Angeles,Sports,487.98,414.1,101,2026-07-06,2026-07-06 00:00:00,
1040,user_1040,user_1040@example.com,49,Standard,West,Los Angeles,Home & Kitchen,242.22,285.24,102,2026-06-23,2026-06-23 00:00:00,
1043,user_1043,user_1043@example.com,17,Basic,West,Los Angeles,Sports,67.27,,102,2026-07-04,2026-07-04 00:00:00,Pending
1074,user_1074,user_1074@example.com,32,Basic,West,Los Angeles,Electronics,50.96,54.57,101,2026-07-02,2026-07-02 00:00:00,Active
1085,user_1085,user_1085@example.com,42,Standard,West,Los Angeles,Books,192.69,181.23,104,2026-06-21,2026-06-21 00:00:00,
1094,user_1094,user_1094@example.com,33,Basic,West,Los Angeles,Books,367.02,416.28,101,2026-07-14,2026-07-14 00:00:00,Cancelled
1008,user_1008,user_1008@example.com,39,Premium,West,Los Angeles,Electronics,210.64,203.44,104,2026-06-26,2026-06-26 00:00:00,Pending
1023,user_1023,user_1023@example.com,46,Premium,West,Los Angeles,Home & Kitchen,418.95,428.88,104,2026-07-11,,Active
1019,user_1019,user_1019@example.com,55,Free,West,Los Angeles,Electronics,330.37,319.42,104,2026-06-19,2026-06-19 00:00:00,Active
1097,user_1097,user_1097@example.com,19,Standard,West,Los Angeles,Sports,245.44,221.67,104,2026-06-26,2026-06-26 00:00:00,Active
1033,user_1033,user_1033@example.com,35,Free,West,Los Angeles,Clothing,185.12,,103,2026-07-05,2026-07-05 00:00:00,Active
1037,user_1037,user_1037@example.com,19,Basic,West,Los Angeles,Clothing,384.7,333.48,103,2026-06-21,2026-06-21 00:00:00,Cancelled
1034,user_1034,user_1034@example.com,21,Standard,West,Los Angeles,Clothing,16.32,15.49,104,2026-07-05,2026-07-05 00:00:00,Active
1027,user_1027,user_1027@example.com,27,Premium,West,Los Angeles,Books,235.64,,102,2026-06-19,,Cancelled
1039,user_1039,user_1039@example.com,43,Standard,West,Los Angeles,Clothing,357.85,,101,2026-07-11,2026-07-11 00:00:00,Pending
1039,user_1039,user_1039@example.com,20,Free,West,Los Angeles,Electronics,48.09,53.04,101,2026-07-12,2026-07-12 00:00:00,Active
1060,user_1060,user_1060@example.com,19,Standard,West,Los Angeles,Electronics,379.73,443.54,102,2026-06-30,2026-06-30 00:00:00,Cancelled
1003,user_1003,user_1003@example.com,32,Standard,West,Los Angeles,Home & Kitchen,88.67,96.78,102,2026-07-02,02/07/2026 12:00 AM,Active
1067,user_1067,user_1067@example.com,33,Basic,West,Los Angeles,Sports,12.12,14.18,104,2026-07-07,2026-07-07 00:00:00,Active
1023,user_1023,user_1023@example.com,42,Basic,West,Los Angeles,Sports,121.5,145.05,101,2026-07-04,2026-07-04 00:00:00,Cancelled
1090,user_1090,user_1090@example.com,20,Standard,West,Los Angeles,Books,66.7,69.38,103,2026-06-27,2026-06-27 00:00:00,
1037,user_1037,user_1037@example.com,19,Free,West,Los Angeles,Home & Kitchen,97.86,97.53,101,2026-07-06,2026-07-06 00:00:00,Active
1015,user_1015,user_1015@example.com,52,Premium,West,Los Angeles,Clothing,41.71,39.02,104,2026-07-15,2026-07-15 00:00:00,
1035,user_1035,user_1035@example.com,52,Standard,West,Los Angeles,Books,184.49,217.71,104,2026-07-02,2026-07-02 00:00:00,Active
1015,user_1015,user_1015@example.com,55,Basic,West,Los Angeles,Electronics,58.81,,101,2026-07-03,2026-07-03 00:00:00,
1077,user_1077,user_1077@example.com,54,Premium,West,Los Angeles,Electronics,333.93,332.89,104,2026-07-12,2026-07-12 00:00:00,Cancelled
1069,user_1069,user_1069@example.com,49,Premium,West,Los Angeles,Electronics,495.45,419.97,104,2026-07-08,2026-07-08 00:00:00,Active
1004,user_1004,user_1004@example.com,34,Basic,West,Los Angeles,Books,221.03,211.22,101,2026-06-30,2026-06-30 00:00:00,
1060,user_1060,user_1060@example.com,18,Free,West,Los Angeles,Home & Kitchen,252.4,264.21,103,2026-06-24,2026-06-24 00:00:00,Active
1075,,user_1075@example.com,37,Premium,West,Los Angeles,Home & Kitchen,196.48,235.14,104,2026-07-07,2026-07-07 00:00:00,Pending
1082,user_1082,user_1082@example.com,59,Premium,West,Los Angeles,Home & Kitchen,66.09,67.11,101,2026-07-04,2026-07-04 00:00:00,
1034,,user_1034@example.com,16,Standard,West,Los Angeles,Books,289.47,242.89,104,2026-07-15,2026-07-15 00:00:00,
1064,user_1064,user_1064@example.com,25,Standard,West,Los Angeles,Home & Kitchen,485.02,511.3,101,2026-06-22,2026-06-22 00:00:00,Cancelled
1006,user_1006,user_1006@example.com,29,Premium,West,Los Angeles,Sports,56.42,46.65,104,2026-07-05,2026-07-05 00:00:00,Cancelled
1064,user_1064,user_1064@example.com,49,Standard,West,Los Angeles,Clothing,213.01,214.32,102,2026-06-20,,Pending
1073,user_1073,user_1073@example.com,44,Standard,West,Los Angeles,Sports,406.38,472.51,101,2026-07-02,2026-07-02 00:00:00,Pending
1019,user_1019,user_1019@example.com,42,Free,West,Los Angeles,Home & Kitchen,431.49,454.61,104,2026-07-10,2026-07-10 00:00:00,Cancelled
1087,user_1087,user_1087@example.com,22,Basic,West,Los Angeles,Clothing,23.58,21.79,104,2026-07-01,2026-07-01 00:00:00,Active
1025,user_1025,user_1025@example.com,31,Standard,West,Los Angeles,Sports,96.23,114.08,104,2026-06-23,,Active
1040,user_1040,user_1040@example.com,41,Standard,West,Los Angeles,Electronics,204.48,232.51,102,2026-07-15,2026-07-15 00:00:00,Active
1066,user_1066,user_1066@example.com,48,Standard,West,Los Angeles,Books,443.44,376.44,103,2026-07-08,2026-07-08 00:00:00,Pending
1054,user_1054,user_1054@example.com,28,Standard,West,Los Angeles,Books,210.1,172.78,103,2026-06-26,2026-06-26 00:00:00,
1060,user_1060,user_1060@example.com,24,Standard,West,Los Angeles,Books,360.68,291.58,101,2026-06-22,2026-06-22 00:00:00,Active
1088,user_1088,user_1088@example.com,31,Free,West,Los Angeles,Home & Kitchen,323.09,375.19,101,2026-07-01,2026-07-01 00:00:00,
1001,user_1001,user_1001@example.com,31,Standard,West,Los Angeles,Electronics,468.8,430.81,102,2026-06-19,2026-06-19 00:00:00,
1004,user_1004,user_1004@example.com,46,Free,West,Los Angeles,Books,463.98,449.57,101,2026-06-22,2026-06-22 00:00:00,Active
1045,user_1045,user_1045@example.com,50,Standard,West,Los Angeles,Books,350.65,370.48,102,2026-06-28,2026-06-28 00:00:00,Active
1051,user_1051,user_1051@example.com,51,Premium,West,Los Angeles,Electronics,87.33,103.74,102,2026-06-21,2026-06-21 00:00:00,Cancelled
1057,user_1057,user_1057@example.com,31,Basic,West,Los Angeles,Sports,415.12,365.08,104,2026-07-07,2026-07-07 00:00:00,Pending
1002,user_1002,user_1002@example.com,56,Basic,West,Los Angeles,Electronics,487.32,526.55,102,2026-07-17,2026-07-17 00:00:00,Cancelled
1019,user_1019,user_1019@example.com,51,Premium,West,Los Angeles,Electronics,362.11,422.94,104,2026-06-22,2026-06-22 00:00:00,Pending
1024,user_1024,user_1024@example.com,32,Standard,West,Los Angeles,Books,197.22,174.07,102,2026-06-22,2026-06-22 00:00:00,
1023,user_1023,user_1023@example.com,33,Standard,West,Los Angeles,Clothing,312.66,296.36,104,2026-07-16,,Pending
1041,user_1041,user_1041@example.com,28,Free,West,Los Angeles,Books,370.69,310.68,101,2026-07-17,2026-07-17 00:00:00,Cancelled
1077,user_1077,user_1077@example.com,53,Premium,West,Los Angeles,Electronics,134.29,123.68,104,2026-06-27,2026-06-27 00:00:00,Active
1074,user_1074,user_1074@example.com,46,Standard,West,Los Angeles,Books,74.64,75.55,102,2026-07-10,10/07/2026 12:00 AM,Pending
1063,user_1063,user_1063@example.com,38,Free,West,Los Angeles,Home & Kitchen,452.37,512.01,103,2026-07-02,2026-07-02 00:00:00,Cancelled
1094,user_1094,user_1094@example.com,24,Free,West,Los Angeles,Electronics,102.57,,102,2026-07-17,2026-07-17 00:00:00,
1055,user_1055,user_1055@example.com,46,Premium,West,Los Angeles,Books,184.69,183.6,104,2026-07-15,2026-07-15 00:00:00,Active
1044,user_1044,user_1044@example.com,26,Basic,West,Los Angeles,Sports,413.06,440.01,102,2026-06-30,30/06/2026 12:00 AM,Pending
1053,user_1053,user_1053@example.com,46,Premium,West,Los Angeles,Home & Kitchen,22.72,24.36,104,2026-07-07,2026-07-07 00:00:00,Cancelled
1019,,user_1019@example.com,60,Free,West,Los Angeles,Books,317.89,337.98,103,2026-07-17,2026-07-17 00:00:00,Cancelled
1093,user_1093,user_1093@example.com,51,Basic,West,Los Angeles,Clothing,433.01,395.42,101,2026-06-25,2026-06-25 00:00:00,
1011,user_1011,user_1011@example.com,40,Premium,West,Los Angeles,Electronics,427.65,475.46,103,2026-06-28,2026-06-28 00:00:00,Active
1038,user_1038,user_1038@example.com,34,Basic,West,Los Angeles,Home & Kitchen,336.1,337.8,104,2026-07-04,2026-07-04 00:00:00,
1011,user_1011,user_1011@example.com,54,Basic,West,Los Angeles,Books,319.04,,103,2026-07-04,2026-07-04 00:00:00,Pending
1063,user_1063,user_1063@example.com,20,Standard,West,Los Angeles,Books,224.3,222.29,102,2026-07-14,2026-07-14 00:00:00,Pending
1066,user_1066,user_1066@example.com,50,Premium,West,Los Angeles,Electronics,261.57,252.47,104,2026-06-27,2026-06-27 00:00:00,Cancelled
1032,user_1032,user_1032@example.com,16,Premium,West,Los Angeles,Books,97.98,93.78,101,2026-07-05,2026-07-05 00:00:00,
1096,user_1096,user_1096@example.com,31,Standard,West,Los Angeles,Clothing,113.42,,103,2026-06-21,2026-06-21 00:00:00,Active
1000,user_1000,,56,Free,West,Los Angeles,Books,348.99,414.01,104,2026-07-09,2026-07-09 00:00:00,Cancelled
1088,user_1088,user_1088@example.com,40,Standard,West,Los Angeles,Electronics,71.29,,101,2026-06-22,,Pending
1003,user_1003,user_1003@example.com,56,Basic,West,Los Angeles,Books,422.62,429.14,101,2026-07-09,2026-07-09 00:00:00,
1002,user_1002,user_1002@example.com,59,Free,West,Los Angeles,Books,241.03,249.25,102,2026-07-09,2026-07-09 00:00:00,Active
1042,,user_1042@example.com,60,Free,West,Los Angeles,Books,425.82,442.14,103,2026-07-17,2026-07-17 00:00:00,
1029,user_1029,user_1029@example.com,42,Standard,West,Los Angeles,Sports,41.12,39.76,104,2026-07-15,2026-07-15 00:00:00,Cancelled
1057,user_1057,,33,Basic,West,Los Angeles,Books,178.49,158.48,103,2026-06-19,2026-06-19 00:00:00,
1016,user_1016,user_1016@example.com,39,Free,West,Los Angeles,Home & Kitchen,400.03,455.16,102,2026-07-09,09/07/2026 12:00 AM,
1016,user_1016,user_1016@example.com,46,Premium,West,Los Angeles,Books,472.1,422.0,101,2026-07-18,2026-07-18 00:00:00,Pending
1022,user_1022,user_1022@example.com,17,Premium,West,Los Angeles,Home & Kitchen,221.0,187.47,102,2026-07-03,2026-07-03 00:00:00,Cancelled
1098,,user_1098@example.com,32,Basic,West,Los Angeles,Sports,306.1,251.05,104,2026-06-23,2026-06-23 00:00:00,Active
1013,user_1013,user_1013@example.com,21,Premium,West,Los Angeles,Sports,61.65,70.8,103,2026-07-13,2026-07-13 00:00:00,
1093,user_1093,user_1093@example.com,38,Standard,West,Los Angeles,Clothing,70.26,83.46,101,2026-07-11,2026-07-11 00:00:00,Cancelled
1064,user_1064,user_1064@example.com,60,Free,West,Los Angeles,Home & Kitchen,318.43,350.68,104,2026-06-23,2026-06-23 00:00:00,
1052,user_1052,user_1052@example.com,48,Standard,West,Los Angeles,Electronics,226.86,246.61,101,2026-07-16,2026-07-16 00:00:00,Pending
1055,user_1055,user_1055@example.com,57,Basic,West,Los Angeles,Sports,38.33,41.6,103,2026-07-05,2026-07-05 00:00:00,Cancelled
1092,user_1092,user_1092@example.com,15,Standard,West,Los Angeles,Sports,309.1,297.22,102,2026-06-20,2026-06-20 00:00:00,
1089,user_1089,user_1089@example.com,56,Free,West,Los Angeles,Clothing,441.68,,103,2026-07-06,2026-07-06 00:00:00,Pending
1066,user_1066,user_1066@example.com,20,Standard,West,Los Angeles,Sports,176.95,143.22,103,2026-07-11,2026-07-11 00:00:00,
1064,user_1064,user_1064@example.com,38,Standard,West,Los Angeles,Sports,183.69,,101,2026-07-04,2026-07-04 00:00:00,
1043,user_1043,user_1043@example.com,52,Basic,West,Los Angeles,Home & Kitchen,156.61,176.35,102,2026-06-26,2026-06-26 00:00:00,Active
1041,user_1041,user_1041@example.com,38,Free,West,Los Angeles,Electronics,81.81,78.93,101,2026-07-17,2026-07-17 00:00:00,Pending
1057,user_1057,user_1057@example.com,40,Free,West,Los Angeles,Home & Kitchen,296.31,355.16,104,2026-06-25,2026-06-25 00:00:00,Pending
1064,user_1064,user_1064@example.com,23,Premium,West,Los Angeles,Clothing,233.16,,102,2026-06-18,2026-06-18 00:00:00,Active
1077,user_1077,user_1077@example.com,38,Standard,West,Los Angeles,Electronics,266.16,245.39,103,2026-07-09,09/07/2026 12:00 AM,Pending
1018,user_1018,user_1018@example.com,34,Standard,West,Los Angeles,Clothing,99.71,79.85,103,2026-07-16,2026-07-16 00:00:00,Cancelled
1072,user_1072,user_1072@example.com,39,Free,West,Los Angeles,Sports,75.08,79.18,104,2026-06-27,2026-06-27 00:00:00,Cancelled
1011,user_1011,user_1011@example.com,41,Free,West,Los Angeles,Clothing,451.12,369.16,104,2026-06-25,25/06/2026 12:00 AM,Pending
1090,,user_1090@example.com,60,Standard,West,Los Angeles,Sports,326.13,272.01,101,2026-06-18,2026-06-18 00:00:00,
1064,user_1064,user_1064@example.com,49,Basic,West,Los Angeles,Electronics,144.73,163.82,104,2026-07-16,2026-07-16 00:00:00,
1075,,user_1075@example.com,16,Standard,West,Los Angeles,Books,98.45,,103,2026-07-06,2026-07-06 00:00:00,Active
