customer_id,customer_name,segment,country,city,state,postal_code,region
AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East
JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West
JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South
RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central
MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East
NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central
DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East
NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East
MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East
TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East
BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West
CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central
SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,90008,West
EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West
FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East
MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West
CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central
DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West
BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central
CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West
BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East
PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South
PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West
NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503,West
DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West
CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South
FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central
NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central
AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central
LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West
AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East
