customer_id,customer_name,city,segment,total_orders,lifetime_spend,ltv_rank
CUST0706,Anika Verma,Bangalore,Home Office,3,5171.39,401
CUST0364,Anika Sharma,Hyderabad,Corporate,4,5171.13,402
CUST0401,Riya Iyer,Mumbai,Home Office,4,5158.84,403
CUST0206,Navya Bhat,Pune,Consumer,4,5142.89,404
CUST0558,Angel Nair,Bangalore,Corporate,5,5140.44,405
CUST0699,Sai Sen,Bangalore,Home Office,5,5139.55,406
CUST0219,Pari Choudhury,Chennai,Home Office,4,5135.84,407
CUST0741,Angel Bhat,Bangalore,Consumer,4,5132.23,408
CUST0903,Riya Das,Bangalore,Consumer,4,5128.68,409
CUST0897,Sai Chawla,Pune,Home Office,5,5126.64,410
CUST0968,Vihaan Choudhury,Bangalore,Consumer,3,5125.74,411
CUST0432,Ananya Saxena,Delhi,Home Office,4,5119.9,412
CUST0541,Anika Kapoor,Kolkata,Home Office,3,5119.62,413
CUST0535,Saanvi Saxena,Delhi,Home Office,5,5118.03,414
CUST0473,Angel Bhat,Delhi,Home Office,4,5117.07,415
CUST0845,Anika Reddy,Jaipur,Corporate,3,5115.01,416
CUST0335,Krishna Das,Pune,Home Office,5,5112.28,417
CUST0783,Diya Gupta,Jaipur,Corporate,3,5096.6,418
CUST0202,Ayaan Iyer,Delhi,Consumer,3,5086.98,419
CUST0696,Diya Choudhury,Hyderabad,Consumer,4,5080.83,420
CUST0110,Myra Nair,Delhi,Corporate,4,5072.51,421
CUST0037,Krishna Saxena,Unknown City,Home Office,5,5061.41,422
CUST0436,Pari Kulkarni,Unknown City,Corporate,4,5047.71,423
CUST0762,Ishaan Choudhury,Delhi,Corporate,3,5046.47,424
CUST0301,Sai Kapoor,Bangalore,Consumer,5,5045.51,425
CUST0270,Navya Verma,Pune,Consumer,4,5021.74,426
CUST0727,Ishaan Nair,Hyderabad,Corporate,5,5018.8,427
CUST0321,Ananya Deshmukh,Bangalore,Consumer,4,5017.2,428
CUST0648,Ananya Choudhury,Bangalore,Home Office,4,5003.8,429
CUST0181,Vivaan Patel,Chennai,Home Office,3,5003.67,430
CUST0758,Riya Reddy,Delhi,Home Office,4,5002.88,431
CUST0180,Pari Kapoor,Bangalore,Home Office,3,4999.48,432
CUST0047,Angel Patel,Delhi,Corporate,6,4993.02,433
CUST0945,Anika Mehta,Pune,Corporate,3,4990.31,434
CUST0111,Arjun Reddy,Ahmedabad,Corporate,4,4984.75,435
CUST0641,Pari Sen,Chennai,Home Office,5,4976.01,436
CUST0613,Ishaan Nair,Hyderabad,Home Office,4,4973.45,437
CUST0234,Ayaan Verma,Pune,Consumer,4,4969.71,438
CUST0163,Unknown Customer,Kolkata,Corporate,5,4968.62,439
CUST0495,Riya Verma,Jaipur,Consumer,4,4967.13,440
CUST0940,Saanvi Reddy,Hyderabad,Consumer,4,4965.97,441
CUST0083,Anika Mehta,Kolkata,Consumer,5,4954.71,442
CUST0237,Riya Gupta,Jaipur,Consumer,4,4951.56,443
CUST0160,Vivaan Kulkarni,Delhi,Home Office,5,4938.37,444
CUST0821,Arjun Mehta,Hyderabad,Consumer,4,4931.95,445
CUST0807,Reyansh Rao,Mumbai,Home Office,4,4914.62,446
CUST0679,Krishna Chawla,Chennai,Consumer,4,4904.48,447
CUST0684,Saanvi Das,Pune,Corporate,4,4901.88,448
CUST0771,Angel Choudhury,Kolkata,Corporate,6,4899.63,449
CUST0077,Ayaan Iyer,Ahmedabad,Home Office,3,4887.73,450
CUST0142,Saanvi Gupta,Mumbai,Home Office,3,4881.85,451
CUST0836,Ishaan Kulkarni,Pune,Corporate,5,4854.4,452
CUST0214,Aarav Deshmukh,Delhi,Home Office,4,4850.13,453
CUST0385,Aadhya Gupta,Hyderabad,Consumer,4,4839.05,454
CUST0610,Aditya Rao,Bangalore,Consumer,5,4838.47,455
CUST0007,Vihaan Iyer,Chennai,Corporate,3,4835.31,456
CUST0784,Krishna Sen,Jaipur,Consumer,3,4834.73,457
CUST0858,Ayaan Joshi,Kolkata,Consumer,4,4827.44,458
CUST0839,Riya Sen,Kolkata,Consumer,3,4800.82,459
CUST0026,Aarav Gupta,Bangalore,Corporate,4,4799.46,460
CUST0506,Vivaan Nair,Pune,Consumer,3,4791.46,461
CUST0225,Anika Mehta,Mumbai,Consumer,5,4777.81,462
CUST0154,Pari Das,Chennai,Corporate,4,4773.81,463
CUST0255,Saanvi Sen,Delhi,Home Office,3,4772.52,464
CUST0431,Krishna Kulkarni,Jaipur,Home Office,5,4764.91,465
CUST0752,Aarav Kapoor,Chennai,Corporate,3,4755.93,466
CUST0238,Navya Patel,Bangalore,Corporate,4,4755.04,467
CUST0092,Myra Das,Ahmedabad,Consumer,3,4747.83,468
CUST0555,Arjun Kapoor,Jaipur,Corporate,5,4747.57,469
CUST0915,Riya Gupta,Bangalore,Home Office,4,4741.96,470
CUST0407,Krishna Choudhury,Chennai,Consumer,5,4741.73,471
CUST0872,Myra Kapoor,Pune,Home Office,3,4741.06,472
CUST0265,Unknown Customer,Jaipur,Corporate,3,4736.81,473
CUST0769,Aarav Nair,Chennai,Corporate,5,4736.53,474
CUST0854,Pari Mehta,Delhi,Consumer,3,4723.98,475
CUST0705,Vihaan Kulkarni,Hyderabad,Consumer,5,4719.88,476
CUST0698,Ishaan Chawla,Bangalore,Consumer,5,4716.9,477
CUST0926,Sai Saxena,Kolkata,Consumer,4,4705.89,478
CUST0550,Vihaan Saxena,Pune,Home Office,3,4705.64,479
CUST0395,Reyansh Rao,Jaipur,Home Office,4,4703.82,480
CUST0738,Pari Choudhury,Pune,Corporate,3,4699.68,481
CUST0417,Sai Iyer,Hyderabad,Consumer,5,4693.03,482
CUST0925,Aarav Joshi,Delhi,Consumer,3,4663.26,483
CUST0701,Angel Saxena,Hyderabad,Consumer,3,4663.08,484
CUST0720,Reyansh Reddy,Ahmedabad,Home Office,3,4661.29,485
CUST0819,Vivaan Patel,Hyderabad,Consumer,3,4650.69,486
CUST0367,Anika Kulkarni,Jaipur,Corporate,3,4643.43,487
CUST0734,Vihaan Singh,Hyderabad,Corporate,4,4642.92,488
CUST0174,Arjun Choudhury,Jaipur,Consumer,3,4634.58,489
CUST0368,Ishaan Singh,Mumbai,Corporate,3,4623.0,490
CUST0152,Navya Saxena,Chennai,Consumer,4,4611.44,491
CUST1000,Ayaan Deshmukh,Pune,Corporate,4,4601.45,492
CUST0674,Saanvi Bhat,Hyderabad,Home Office,3,4593.87,493
CUST0114,Ishaan Sharma,Kolkata,Consumer,4,4588.85,494
CUST0258,Diya Singh,Jaipur,Corporate,5,4587.81,495
CUST0315,Myra Joshi,Chennai,Consumer,3,4582.61,496
CUST0138,Vihaan Chawla,Kolkata,Corporate,3,4582.57,497
CUST0155,Ishaan Rao,Chennai,Consumer,5,4576.85,498
CUST0277,Pari Deshmukh,Delhi,Consumer,5,4565.84,499
CUST0694,Reyansh Chawla,Kolkata,Consumer,3,4559.45,500
CUST0746,Arjun Deshmukh,Ahmedabad,Corporate,3,4547.75,501
CUST0595,Riya Kulkarni,Bangalore,Home Office,4,4547.5,502
CUST0747,Ishaan Saxena,Jaipur,Home Office,4,4532.78,503
CUST0710,Myra Kapoor,Ahmedabad,Home Office,3,4529.58,504
CUST0168,Myra Bhat,Kolkata,Home Office,4,4521.64,505
CUST0957,Unknown Customer,Kolkata,Corporate,4,4513.43,506
CUST0405,Saanvi Iyer,Hyderabad,Home Office,3,4511.66,507
CUST0057,Krishna Saxena,Hyderabad,Corporate,4,4503.84,508
CUST0392,Ananya Rao,Delhi,Corporate,3,4496.67,509
CUST0188,Arjun Gupta,Chennai,Corporate,4,4496.45,510
CUST0165,Angel Saxena,Chennai,Consumer,5,4491.95,511
CUST0868,Myra Choudhury,Hyderabad,Corporate,3,4490.61,512
CUST0063,Saanvi Das,Mumbai,Home Office,4,4485.53,513
CUST0129,Arjun Choudhury,Delhi,Consumer,3,4484.41,514
CUST0430,Riya Sharma,Bangalore,Corporate,5,4481.41,515
CUST0410,Arjun Joshi,Kolkata,Corporate,3,4472.43,516
CUST0024,Vivaan Mehta,Chennai,Consumer,5,4470.78,517
CUST0411,Aditya Kapoor,Bangalore,Home Office,3,4464.17,518
CUST0949,Reyansh Joshi,Ahmedabad,Home Office,3,4462.82,519
CUST0209,Saanvi Verma,Hyderabad,Home Office,4,4455.84,520
CUST0149,Aditya Kulkarni,Kolkata,Corporate,2,4452.1,521
CUST0005,Angel Mehta,Delhi,Corporate,4,4435.32,522
CUST0427,Riya Rao,Delhi,Corporate,3,4428.06,523
CUST0651,Arjun Das,Mumbai,Home Office,3,4419.89,524
CUST0361,Vivaan Reddy,Chennai,Consumer,3,4414.74,525
CUST0956,Aadhya Bhat,Hyderabad,Consumer,3,4412.96,526
CUST0604,Aadhya Iyer,Kolkata,Corporate,2,4404.89,527
CUST0952,Aditya Singh,Chennai,Corporate,4,4378.65,528
CUST0458,Navya Reddy,Jaipur,Home Office,4,4371.53,529
CUST0153,Riya Joshi,Delhi,Home Office,3,4361.86,530
CUST0980,Anika Sharma,Kolkata,Corporate,4,4348.51,531
CUST0159,Navya Saxena,Chennai,Corporate,4,4341.08,532
CUST0849,Sai Sen,Delhi,Corporate,4,4340.74,533
CUST0352,Arjun Mehta,Hyderabad,Consumer,3,4339.1,534
CUST0587,Aarav Iyer,Jaipur,Corporate,4,4337.97,535
CUST0669,Anika Chawla,Hyderabad,Corporate,4,4330.4,536
CUST0677,Reyansh Sen,Delhi,Home Office,4,4301.65,537
CUST0228,Saanvi Kapoor,Ahmedabad,Consumer,4,4301.07,538
CUST0905,Aadhya Verma,Kolkata,Corporate,2,4299.06,539
CUST0924,Unknown Customer,Hyderabad,Consumer,4,4295.82,540
CUST0076,Aadhya Kapoor,Pune,Home Office,4,4295.73,541
CUST0312,Aadhya Iyer,Delhi,Home Office,3,4295.65,542
CUST0614,Anika Choudhury,Pune,Consumer,4,4293.1,543
CUST0722,Pari Sen,Delhi,Corporate,4,4270.22,544
CUST0823,Anika Mehta,Mumbai,Home Office,2,4268.58,545
CUST0852,Ayaan Mehta,Pune,Corporate,3,4264.43,546
CUST0917,Diya Singh,Bangalore,Corporate,3,4260.57,547
CUST0719,Reyansh Joshi,Jaipur,Home Office,4,4260.56,548
CUST0916,Pari Nair,Mumbai,Consumer,3,4252.9,549
CUST0658,Aadhya Bhat,Kolkata,Consumer,3,4241.03,550
CUST0457,Ananya Sen,Ahmedabad,Home Office,3,4237.61,551
CUST0551,Vivaan Choudhury,Ahmedabad,Home Office,2,4220.09,552
CUST0961,Angel Patel,Mumbai,Home Office,5,4220.01,553
CUST0603,Reyansh Patel,Pune,Corporate,3,4210.72,554
CUST0080,Navya Sen,Hyderabad,Consumer,4,4206.7,555
CUST0545,Unknown Customer,Chennai,Consumer,3,4206.4,556
CUST0867,Vihaan Bhat,Mumbai,Corporate,3,4203.87,557
CUST0972,Reyansh Joshi,Mumbai,Home Office,3,4191.54,558
CUST0900,Aarav Rao,Chennai,Consumer,4,4185.28,559
CUST0140,Myra Reddy,Jaipur,Home Office,3,4179.6,560
CUST0785,Anika Patel,Pune,Home Office,6,4176.86,561
CUST0549,Saanvi Sharma,Hyderabad,Corporate,3,4159.59,562
CUST0692,Riya Verma,Bangalore,Consumer,3,4122.94,563
CUST0994,Riya Mehta,Bangalore,Corporate,2,4121.5,564
CUST0996,Myra Verma,Jaipur,Corporate,4,4120.03,565
CUST0220,Krishna Choudhury,Ahmedabad,Home Office,3,4119.76,566
CUST0516,Myra Rao,Hyderabad,Home Office,4,4118.33,567
CUST0590,Anika Sen,Bangalore,Home Office,4,4115.1,568
CUST0363,Anika Choudhury,Unknown City,Consumer,4,4114.14,569
CUST0962,Saanvi Singh,Mumbai,Corporate,3,4084.21,570
CUST0423,Anika Kulkarni,Mumbai,Consumer,4,4056.63,571
CUST0577,Ananya Saxena,Bangalore,Home Office,5,4054.87,572
CUST0857,Anika Kulkarni,Bangalore,Corporate,4,4054.59,573
CUST0933,Angel Gupta,Ahmedabad,Home Office,2,4049.53,574
CUST0988,Saanvi Das,Jaipur,Corporate,3,4041.35,575
CUST0830,Krishna Das,Delhi,Corporate,3,4034.07,576
CUST0815,Angel Verma,Ahmedabad,Home Office,3,4027.3,577
CUST0329,Saanvi Saxena,Jaipur,Corporate,3,4025.14,578
CUST0673,Aadhya Sen,Ahmedabad,Corporate,4,4020.28,579
CUST0939,Saanvi Iyer,Mumbai,Home Office,4,4016.12,580
CUST0563,Diya Reddy,Delhi,Consumer,2,4012.2,581
CUST0394,Navya Das,Hyderabad,Consumer,4,4011.61,582
CUST0294,Aarav Kulkarni,Bangalore,Home Office,3,4011.4,583
CUST0338,Aadhya Reddy,Kolkata,Corporate,3,4008.76,584
CUST0950,Unknown Customer,Pune,Consumer,4,4008.42,585
CUST0370,Aditya Reddy,Bangalore,Consumer,3,4008.01,586
CUST0465,Ananya Verma,Mumbai,Corporate,4,4006.79,587
CUST0122,Ishaan Chawla,Mumbai,Corporate,3,4004.18,588
CUST0935,Aarav Nair,Ahmedabad,Consumer,3,4002.17,589
CUST0520,Aadhya Kapoor,Mumbai,Corporate,4,3994.86,590
CUST0399,Anika Joshi,Mumbai,Corporate,4,3994.42,591
CUST0453,Ananya Choudhury,Ahmedabad,Home Office,3,3989.43,592
CUST0859,Pari Saxena,Chennai,Corporate,4,3985.95,593
CUST0817,Krishna Deshmukh,Ahmedabad,Home Office,3,3982.23,594
CUST0708,Pari Bhat,Chennai,Corporate,3,3977.33,595
CUST0992,Diya Nair,Hyderabad,Consumer,4,3967.38,596
CUST0652,Myra Bhat,Chennai,Home Office,4,3965.87,597
CUST0721,Pari Kapoor,Delhi,Home Office,2,3945.84,598
CUST0609,Aadhya Kulkarni,Bangalore,Home Office,3,3944.69,599
CUST0476,Aadhya Nair,Hyderabad,Home Office,3,3941.93,600
CUST0632,Navya Singh,Unknown City,Consumer,4,3940.29,601
CUST0089,Angel Reddy,Ahmedabad,Consumer,3,3921.59,602
CUST0586,Reyansh Choudhury,Jaipur,Home Office,3,3920.65,603
CUST0969,Arjun Kulkarni,Chennai,Corporate,4,3914.25,604
CUST0311,Arjun Joshi,Chennai,Home Office,2,3908.25,605
CUST0775,Aarav Das,Chennai,Home Office,4,3905.72,606
CUST0713,Angel Sharma,Kolkata,Consumer,3,3893.8,607
CUST0318,Sai Verma,Unknown City,Corporate,3,3892.03,608
CUST0715,Arjun Iyer,Pune,Consumer,2,3886.36,609
CUST0178,Saanvi Kapoor,Kolkata,Corporate,3,3878.38,610
CUST0818,Aadhya Nair,Pune,Home Office,3,3866.58,611
CUST0901,Ayaan Reddy,Mumbai,Corporate,3,3858.78,612
CUST0179,Ayaan Mehta,Chennai,Consumer,3,3855.37,613
CUST0221,Diya Choudhury,Ahmedabad,Consumer,4,3853.76,614
CUST0552,Reyansh Mehta,Kolkata,Consumer,2,3853.74,615
CUST0246,Arjun Rao,Delhi,Home Office,4,3851.28,616
CUST0382,Myra Reddy,Kolkata,Corporate,3,3846.24,617
CUST0832,Navya Gupta,Kolkata,Corporate,3,3842.61,618
CUST0203,Riya Joshi,Chennai,Corporate,4,3835.4,619
CUST0997,Anika Kapoor,Kolkata,Corporate,3,3825.74,620
CUST0562,Reyansh Mehta,Kolkata,Corporate,4,3824.93,621
CUST0930,Saanvi Saxena,Jaipur,Consumer,2,3816.96,622
CUST0314,Aditya Choudhury,Kolkata,Corporate,4,3813.41,623
CUST0739,Aadhya Chawla,Delhi,Consumer,3,3810.39,624
CUST0542,Aadhya Choudhury,Hyderabad,Home Office,3,3804.63,625
CUST0268,Ayaan Singh,Mumbai,Corporate,3,3800.71,626
CUST0691,Pari Choudhury,Unknown City,Consumer,5,3799.24,627
CUST0627,Anika Verma,Pune,Home Office,2,3794.69,628
CUST0524,Myra Reddy,Ahmedabad,Home Office,3,3778.66,629
CUST0772,Vivaan Verma,Ahmedabad,Corporate,2,3776.42,630
CUST0822,Myra Das,Mumbai,Home Office,4,3775.45,631
CUST0460,Anika Choudhury,Mumbai,Home Office,3,3760.49,632
CUST0374,Ananya Rao,Delhi,Consumer,3,3752.32,633
CUST0599,Unknown Customer,Delhi,Consumer,3,3746.86,634
CUST0517,Reyansh Reddy,Chennai,Consumer,3,3746.3,635
CUST0629,Aarav Patel,Chennai,Consumer,3,3745.21,636
CUST0879,Arjun Kulkarni,Kolkata,Consumer,3,3743.19,637
CUST0891,Angel Nair,Jaipur,Home Office,3,3736.08,638
CUST0336,Diya Nair,Delhi,Home Office,3,3731.99,639
CUST0128,Unknown Customer,Chennai,Home Office,3,3731.51,640
CUST0380,Angel Iyer,Kolkata,Consumer,4,3727.11,641
CUST0773,Vihaan Das,Jaipur,Home Office,2,3724.05,642
CUST0303,Anika Chawla,Kolkata,Corporate,3,3721.4,643
CUST0511,Angel Gupta,Chennai,Home Office,2,3714.16,644
CUST0150,Sai Sen,Chennai,Corporate,4,3712.01,645
CUST0788,Sai Rao,Hyderabad,Consumer,2,3709.57,646
CUST0908,Sai Kulkarni,Delhi,Corporate,3,3706.87,647
CUST0450,Reyansh Rao,Ahmedabad,Consumer,4,3705.11,648
CUST0800,Aadhya Verma,Pune,Home Office,3,3694.64,649
CUST0756,Krishna Verma,Mumbai,Consumer,3,3692.28,650
CUST0156,Ishaan Gupta,Jaipur,Corporate,3,3690.02,651
CUST0914,Vihaan Kulkarni,Mumbai,Home Office,4,3686.75,652
CUST0816,Aditya Kulkarni,Kolkata,Corporate,2,3685.02,653
CUST0583,Diya Sen,Bangalore,Consumer,2,3683.73,654
CUST0623,Unknown Customer,Hyderabad,Consumer,4,3633.67,655
CUST0186,Diya Bhat,Chennai,Corporate,4,3627.77,656
CUST0428,Krishna Iyer,Kolkata,Consumer,3,3624.85,657
CUST0295,Pari Reddy,Bangalore,Home Office,4,3604.98,658
CUST0875,Unknown Customer,Ahmedabad,Corporate,5,3585.79,659
CUST0099,Vihaan Bhat,Bangalore,Home Office,2,3581.24,660
CUST0100,Anika Kapoor,Jaipur,Corporate,4,3576.89,661
CUST0375,Aditya Kulkarni,Pune,Corporate,2,3574.29,662
CUST0194,Ayaan Kapoor,Jaipur,Corporate,3,3565.3,663
CUST0960,Saanvi Nair,Mumbai,Consumer,3,3556.92,664
CUST0640,Vivaan Mehta,Delhi,Corporate,3,3550.27,665
CUST0403,Krishna Rao,Ahmedabad,Consumer,2,3524.84,666
CUST0687,Ishaan Patel,Mumbai,Home Office,2,3517.47,667
CUST0824,Vihaan Kulkarni,Delhi,Home Office,3,3517.18,668
CUST0936,Navya Choudhury,Ahmedabad,Consumer,4,3514.04,669
CUST0990,Diya Joshi,Hyderabad,Home Office,4,3502.72,670
CUST0161,Riya Joshi,Bangalore,Corporate,2,3498.4,671
CUST0278,Aadhya Mehta,Chennai,Consumer,3,3495.97,672
CUST0768,Krishna Kapoor,Bangalore,Consumer,4,3486.45,673
CUST0406,Anika Deshmukh,Bangalore,Home Office,3,3486.11,674
CUST0748,Angel Kulkarni,Ahmedabad,Home Office,2,3480.37,675
CUST0537,Vivaan Deshmukh,Pune,Home Office,3,3446.45,676
CUST0009,Angel Reddy,Mumbai,Consumer,4,3428.9,677
CUST0056,Navya Chawla,Pune,Home Office,4,3409.64,678
CUST0393,Navya Deshmukh,Jaipur,Consumer,4,3397.92,679
CUST0709,Riya Nair,Hyderabad,Corporate,3,3392.87,680
CUST0439,Diya Bhat,Hyderabad,Corporate,3,3385.0,681
CUST0628,Pari Chawla,Mumbai,Corporate,2,3371.54,682
CUST0094,Ananya Mehta,Chennai,Home Office,3,3357.75,683
CUST0135,Vihaan Choudhury,Kolkata,Consumer,2,3352.27,684
CUST0412,Sai Das,Pune,Consumer,2,3339.68,685
CUST0890,Arjun Singh,Pune,Home Office,2,3329.41,686
CUST0837,Sai Patel,Ahmedabad,Consumer,4,3327.6,687
CUST0348,Vihaan Nair,Chennai,Consumer,2,3324.03,688
CUST0750,Sai Mehta,Jaipur,Consumer,2,3288.1,689
CUST0157,Vivaan Bhat,Hyderabad,Home Office,3,3282.04,690
CUST0346,Vivaan Chawla,Hyderabad,Corporate,3,3277.57,691
CUST0547,Aadhya Singh,Chennai,Home Office,3,3275.09,692
CUST0144,Riya Verma,Ahmedabad,Home Office,3,3270.78,693
CUST0086,Vihaan Patel,Ahmedabad,Consumer,3,3270.48,694
CUST0693,Vihaan Bhat,Delhi,Consumer,2,3265.54,695
CUST0543,Krishna Gupta,Hyderabad,Home Office,3,3264.96,696
CUST0146,Ishaan Verma,Mumbai,Consumer,3,3259.55,697
CUST0010,Myra Kulkarni,Pune,Home Office,3,3249.68,698
CUST0356,Arjun Verma,Hyderabad,Corporate,2,3243.23,699
CUST0633,Anika Saxena,Chennai,Home Office,3,3229.36,700
CUST0353,Aditya Das,Delhi,Consumer,3,3221.68,701
CUST0801,Vihaan Nair,Jaipur,Corporate,2,3213.39,702
CUST0211,Unknown Customer,Jaipur,Home Office,3,3201.76,703
CUST0102,Myra Das,Bangalore,Home Office,3,3199.73,704
CUST0072,Arjun Chawla,Jaipur,Corporate,4,3196.85,705
CUST0201,Reyansh Das,Mumbai,Home Office,2,3193.76,706
CUST0831,Vivaan Saxena,Hyderabad,Home Office,2,3182.71,707
CUST0305,Anika Choudhury,Delhi,Home Office,2,3180.41,708
CUST0644,Ananya Kulkarni,Mumbai,Corporate,2,3174.11,709
CUST0998,Ayaan Deshmukh,Kolkata,Consumer,3,3165.38,710
CUST0421,Vihaan Saxena,Delhi,Consumer,2,3165.29,711
CUST0918,Aarav Saxena,Bangalore,Consumer,4,3143.16,712
CUST0855,Reyansh Deshmukh,Ahmedabad,Home Office,3,3140.41,713
CUST0483,Arjun Kapoor,Mumbai,Corporate,2,3137.59,714
CUST0889,Aadhya Reddy,Ahmedabad,Home Office,3,3135.45,715
CUST0880,Pari Rao,Bangalore,Home Office,4,3130.37,716
CUST0906,Navya Verma,Hyderabad,Corporate,3,3114.59,717
CUST0862,Ishaan Kulkarni,Mumbai,Home Office,2,3110.64,718
CUST0515,Ishaan Gupta,Chennai,Home Office,3,3106.66,719
CUST0471,Aditya Singh,Chennai,Corporate,2,3105.65,720
CUST0802,Ananya Bhat,Mumbai,Home Office,3,3099.23,721
CUST0207,Reyansh Das,Mumbai,Corporate,2,3077.23,722
CUST0928,Riya Das,Ahmedabad,Corporate,4,3076.68,723
CUST0020,Unknown Customer,Hyderabad,Corporate,2,3059.29,724
CUST0098,Riya Reddy,Ahmedabad,Consumer,3,3059.14,725
CUST0943,Diya Kulkarni,Unknown City,Home Office,2,3055.77,726
CUST0650,Saanvi Gupta,Kolkata,Corporate,3,3050.25,727
CUST0642,Pari Das,Pune,Corporate,2,3046.54,728
CUST0454,Ayaan Deshmukh,Jaipur,Consumer,4,2999.13,729
CUST0320,Vihaan Chawla,Pune,Consumer,2,2996.77,730
CUST0467,Riya Gupta,Mumbai,Corporate,2,2989.23,731
CUST0440,Angel Saxena,Delhi,Consumer,3,2987.06,732
CUST0572,Angel Saxena,Bangalore,Consumer,2,2982.01,733
CUST0027,Sai Iyer,Ahmedabad,Corporate,4,2966.34,734
CUST0455,Unknown Customer,Jaipur,Corporate,2,2964.52,735
CUST0326,Saanvi Singh,Hyderabad,Corporate,2,2963.96,736
CUST0269,Aarav Nair,Kolkata,Corporate,2,2945.59,737
CUST0846,Aadhya Kapoor,Chennai,Home Office,2,2935.37,738
CUST0345,Diya Bhat,Delhi,Consumer,2,2929.25,739
CUST0847,Anika Deshmukh,Jaipur,Home Office,2,2893.28,740
CUST0579,Anika Das,Jaipur,Corporate,2,2891.93,741
CUST0478,Riya Gupta,Bangalore,Consumer,2,2885.69,742
CUST0833,Ishaan Reddy,Ahmedabad,Consumer,2,2882.19,743
CUST0616,Vivaan Nair,Chennai,Consumer,2,2880.23,744
CUST0308,Myra Deshmukh,Kolkata,Home Office,3,2867.6,745
CUST0895,Ananya Rao,Pune,Consumer,2,2857.06,746
CUST0565,Aditya Singh,Jaipur,Consumer,4,2851.75,747
CUST0124,Arjun Chawla,Pune,Corporate,3,2850.09,748
CUST0286,Pari Singh,Delhi,Home Office,2,2849.78,749
CUST0582,Aadhya Chawla,Hyderabad,Corporate,4,2846.57,750
CUST0602,Sai Patel,Kolkata,Corporate,3,2845.11,751
CUST0765,Vihaan Joshi,Delhi,Consumer,3,2839.03,752
CUST0067,Vihaan Das,Pune,Corporate,5,2827.29,753
CUST0235,Ishaan Mehta,Chennai,Consumer,2,2823.18,754
CUST0742,Unknown Customer,Jaipur,Consumer,3,2815.91,755
CUST0097,Vivaan Patel,Unknown City,Corporate,4,2811.25,756
CUST0970,Pari Iyer,Unknown City,Home Office,2,2809.34,757
CUST0995,Unknown Customer,Pune,Consumer,2,2804.5,758
CUST0536,Ishaan Reddy,Ahmedabad,Home Office,3,2785.75,759
CUST0183,Saanvi Bhat,Chennai,Corporate,2,2766.57,760
CUST0373,Vihaan Kapoor,Hyderabad,Corporate,3,2762.24,761
CUST0461,Riya Reddy,Chennai,Consumer,3,2756.92,762
CUST0666,Aditya Joshi,Ahmedabad,Consumer,2,2756.38,763
CUST0008,Aditya Sen,Jaipur,Consumer,2,2747.79,764
CUST0118,Navya Rao,Ahmedabad,Corporate,2,2744.87,765
CUST0850,Vihaan Chawla,Ahmedabad,Consumer,2,2742.53,766
CUST0065,Aadhya Rao,Pune,Home Office,3,2729.22,767
CUST0284,Anika Das,Chennai,Corporate,2,2713.89,768
CUST0649,Anika Mehta,Pune,Home Office,2,2704.11,769
CUST0236,Riya Deshmukh,Jaipur,Home Office,2,2702.72,770
CUST0463,Aditya Mehta,Jaipur,Home Office,4,2673.02,771
CUST0310,Myra Rao,Delhi,Corporate,2,2660.46,772
CUST0559,Navya Iyer,Mumbai,Corporate,2,2654.27,773
CUST0287,Arjun Chawla,Delhi,Home Office,3,2649.46,774
CUST0377,Krishna Singh,Delhi,Corporate,3,2649.07,775
CUST0148,Ayaan Saxena,Unknown City,Corporate,2,2618.49,776
CUST0913,Aadhya Reddy,Mumbai,Corporate,4,2617.88,777
CUST0051,Sai Gupta,Chennai,Consumer,2,2614.55,778
CUST0298,Anika Saxena,Chennai,Corporate,4,2609.92,779
CUST0979,Diya Iyer,Pune,Corporate,5,2591.44,780
CUST0224,Myra Reddy,Jaipur,Home Office,4,2577.71,781
CUST0245,Aarav Singh,Jaipur,Home Office,2,2570.88,782
CUST0736,Aditya Saxena,Pune,Home Office,2,2565.31,783
CUST0529,Reyansh Das,Jaipur,Corporate,3,2564.47,784
CUST0391,Ananya Singh,Pune,Consumer,2,2558.89,785
CUST0946,Vivaan Sen,Bangalore,Consumer,3,2520.66,786
CUST0851,Krishna Deshmukh,Bangalore,Consumer,3,2512.61,787
CUST0618,Riya Das,Bangalore,Home Office,2,2512.08,788
CUST0566,Navya Reddy,Bangalore,Home Office,3,2509.81,789
CUST0304,Ayaan Singh,Hyderabad,Corporate,2,2508.11,790
CUST0607,Ishaan Bhat,Ahmedabad,Consumer,2,2496.89,791
CUST0624,Reyansh Sen,Unknown City,Corporate,2,2494.67,792
CUST0704,Aditya Reddy,Chennai,Consumer,2,2493.9,793
CUST0134,Angel Kulkarni,Jaipur,Corporate,2,2437.58,794
CUST0105,Navya Das,Pune,Home Office,4,2426.57,795
CUST0977,Reyansh Reddy,Kolkata,Corporate,2,2423.68,796
CUST0048,Ishaan Saxena,Kolkata,Corporate,1,2416.53,797
CUST0695,Reyansh Verma,Chennai,Consumer,1,2412.78,798
CUST0141,Unknown Customer,Ahmedabad,Corporate,1,2410.35,799
CUST0894,Saanvi Mehta,Jaipur,Corporate,1,2409.94,800
CUST0539,Angel Singh,Pune,Consumer,2,2407.32,801
CUST0313,Pari Kapoor,Mumbai,Home Office,3,2407.02,802
