customer_id,name,city,recency_days,frequency,monetary,rfm_score,rfm_segment
CUST0989,Navya Choudhury,Ahmedabad,143,4,5476.31,233,At Risk
CUST0525,Arjun Kapoor,Bangalore,4,4,5472.45,433,Champions / VIP
CUST0848,Pari Joshi,Kolkata,168,4,5455.67,233,At Risk
CUST0029,Vivaan Verma,Jaipur,129,4,5455.35,233,At Risk
CUST0656,Arjun Patel,Chennai,19,5,5452.71,433,Champions / VIP
CUST0053,Unknown Customer,Bangalore,16,7,5450.74,443,Champions / VIP
CUST0264,Arjun Sharma,Pune,49,4,5414.53,333,Champions / VIP
CUST0254,Reyansh Kulkarni,Pune,161,5,5414.15,233,At Risk
CUST0808,Diya Nair,Delhi,275,5,5408.69,133,At Risk
CUST0780,Ananya Nair,Chennai,31,6,5408.19,443,Champions / VIP
CUST0971,Vihaan Singh,Kolkata,26,3,5401.72,423,Loyal Customers
CUST0764,Anika Deshmukh,Pune,40,4,5386.22,333,Champions / VIP
CUST0702,Anika Kapoor,Mumbai,152,4,5381.3,233,At Risk
CUST0521,Vihaan Saxena,Mumbai,34,5,5378.55,433,Champions / VIP
CUST0569,Aadhya Kulkarni,Jaipur,92,4,5353.2,233,At Risk
CUST0532,Ishaan Rao,Kolkata,6,6,5344.81,443,Champions / VIP
CUST0167,Ishaan Bhat,Hyderabad,197,4,5337.13,133,At Risk
CUST0085,Navya Iyer,Ahmedabad,174,5,5336.84,233,At Risk
CUST0281,Aditya Deshmukh,Pune,134,4,5335.94,233,At Risk
CUST0670,Diya Verma,Delhi,56,5,5306.07,333,Champions / VIP
CUST0172,Aditya Deshmukh,Chennai,220,4,5294.4,133,At Risk
CUST0486,Myra Gupta,Kolkata,166,4,5292.87,233,At Risk
CUST0285,Myra Patel,Bangalore,71,4,5290.43,333,Champions / VIP
CUST0792,Diya Gupta,Bangalore,202,4,5282.77,133,At Risk
CUST0244,Diya Mehta,Unknown City,114,5,5281.03,233,At Risk
CUST0668,Ayaan Kapoor,Mumbai,103,7,5280.72,243,At Risk
CUST0967,Krishna Sen,Delhi,22,5,5272.65,433,Champions / VIP
CUST0015,Krishna Saxena,Jaipur,25,4,5272.64,433,Champions / VIP
CUST0593,Aarav Choudhury,Hyderabad,51,3,5271.07,323,Loyal Customers
CUST0902,Reyansh Iyer,Jaipur,24,5,5261.65,433,Champions / VIP
CUST0147,Krishna Singh,Mumbai,191,3,5252.84,123,Needs Attention
CUST0767,Saanvi Deshmukh,Kolkata,68,5,5245.78,333,Champions / VIP
CUST0322,Myra Sharma,Bangalore,67,6,5237.52,343,Champions / VIP
CUST0777,Ishaan Das,Delhi,33,4,5235.39,433,Champions / VIP
CUST0561,Vihaan Mehta,Delhi,286,3,5229.73,123,Needs Attention
CUST0104,Ananya Kapoor,Kolkata,62,5,5221.23,333,Champions / VIP
CUST0645,Ishaan Deshmukh,Bangalore,41,4,5213.2,333,Champions / VIP
CUST0028,Angel Kapoor,Ahmedabad,237,6,5202.63,143,At Risk
CUST0703,Riya Bhat,Mumbai,153,4,5202.02,233,At Risk
CUST0498,Unknown Customer,Unknown City,175,4,5201.35,133,At Risk
CUST0574,Ananya Kapoor,Delhi,121,4,5186.41,233,At Risk
CUST0419,Aarav Verma,Kolkata,26,3,5183.79,423,Loyal Customers
CUST0706,Anika Verma,Bangalore,242,3,5171.39,123,Needs Attention
CUST0364,Anika Sharma,Hyderabad,14,4,5171.13,433,Champions / VIP
CUST0401,Riya Iyer,Mumbai,132,4,5158.84,233,At Risk
CUST0206,Navya Bhat,Pune,135,4,5142.89,233,At Risk
CUST0558,Angel Nair,Bangalore,91,5,5140.44,233,At Risk
CUST0699,Sai Sen,Bangalore,319,5,5139.55,133,At Risk
CUST0219,Pari Choudhury,Chennai,52,4,5135.84,333,Champions / VIP
CUST0741,Angel Bhat,Bangalore,43,4,5132.23,333,Champions / VIP
CUST0903,Riya Das,Bangalore,32,4,5128.68,433,Champions / VIP
CUST0897,Sai Chawla,Pune,36,5,5126.64,333,Champions / VIP
CUST0968,Vihaan Choudhury,Bangalore,267,3,5125.74,123,Needs Attention
CUST0432,Ananya Saxena,Delhi,38,4,5119.9,333,Champions / VIP
CUST0541,Anika Kapoor,Kolkata,22,3,5119.62,423,Loyal Customers
CUST0535,Saanvi Saxena,Delhi,157,5,5118.03,233,At Risk
CUST0473,Angel Bhat,Delhi,264,4,5117.07,133,At Risk
CUST0845,Anika Reddy,Jaipur,123,3,5115.01,223,Needs Attention
CUST0335,Krishna Das,Pune,237,5,5112.28,133,At Risk
CUST0783,Diya Gupta,Jaipur,194,3,5096.6,123,Needs Attention
CUST0202,Ayaan Iyer,Delhi,172,3,5086.98,223,Needs Attention
CUST0696,Diya Choudhury,Hyderabad,177,4,5080.83,133,At Risk
CUST0110,Myra Nair,Delhi,5,4,5072.51,433,Champions / VIP
CUST0037,Krishna Saxena,Unknown City,27,5,5061.41,433,Champions / VIP
CUST0436,Pari Kulkarni,Unknown City,24,4,5047.71,433,Champions / VIP
CUST0762,Ishaan Choudhury,Delhi,64,3,5046.47,323,Loyal Customers
CUST0301,Sai Kapoor,Bangalore,1,5,5045.51,433,Champions / VIP
CUST0270,Navya Verma,Pune,180,4,5021.74,133,At Risk
CUST0727,Ishaan Nair,Hyderabad,43,5,5018.8,333,Champions / VIP
CUST0321,Ananya Deshmukh,Bangalore,58,4,5017.2,333,Champions / VIP
CUST0648,Ananya Choudhury,Bangalore,207,4,5003.8,133,At Risk
CUST0181,Vivaan Patel,Chennai,85,3,5003.67,223,Needs Attention
CUST0758,Riya Reddy,Delhi,182,4,5002.88,133,At Risk
CUST0180,Pari Kapoor,Bangalore,2,3,4999.48,423,Loyal Customers
CUST0047,Angel Patel,Delhi,88,6,4993.02,243,At Risk
CUST0945,Anika Mehta,Pune,70,3,4990.31,323,Loyal Customers
CUST0111,Arjun Reddy,Ahmedabad,201,4,4984.75,133,At Risk
CUST0641,Pari Sen,Chennai,188,5,4976.01,133,At Risk
CUST0613,Ishaan Nair,Hyderabad,96,4,4973.45,233,At Risk
CUST0234,Ayaan Verma,Pune,79,4,4969.71,333,Champions / VIP
CUST0163,Unknown Customer,Kolkata,39,5,4968.62,333,Champions / VIP
CUST0495,Riya Verma,Jaipur,22,4,4967.13,433,Champions / VIP
CUST0940,Saanvi Reddy,Hyderabad,19,4,4965.97,433,Champions / VIP
CUST0083,Anika Mehta,Kolkata,161,5,4954.71,233,At Risk
CUST0237,Riya Gupta,Jaipur,194,4,4951.56,133,At Risk
CUST0160,Vivaan Kulkarni,Delhi,94,5,4938.37,233,At Risk
CUST0821,Arjun Mehta,Hyderabad,84,4,4931.95,333,Champions / VIP
CUST0807,Reyansh Rao,Mumbai,110,4,4914.62,233,At Risk
CUST0679,Krishna Chawla,Chennai,117,4,4904.48,233,At Risk
CUST0684,Saanvi Das,Pune,96,4,4901.88,233,At Risk
CUST0771,Angel Choudhury,Kolkata,6,6,4899.63,443,Champions / VIP
CUST0077,Ayaan Iyer,Ahmedabad,107,3,4887.73,223,Needs Attention
CUST0142,Saanvi Gupta,Mumbai,248,3,4881.85,123,Needs Attention
CUST0836,Ishaan Kulkarni,Pune,6,5,4854.4,433,Champions / VIP
CUST0214,Aarav Deshmukh,Delhi,255,4,4850.13,133,At Risk
CUST0385,Aadhya Gupta,Hyderabad,29,4,4839.05,433,Champions / VIP
CUST0610,Aditya Rao,Bangalore,49,5,4838.47,333,Champions / VIP
CUST0007,Vihaan Iyer,Chennai,111,3,4835.31,223,Needs Attention
CUST0784,Krishna Sen,Jaipur,114,3,4834.73,223,Needs Attention
CUST0858,Ayaan Joshi,Kolkata,73,4,4827.44,333,Champions / VIP
CUST0839,Riya Sen,Kolkata,22,3,4800.82,423,Loyal Customers
CUST0026,Aarav Gupta,Bangalore,103,4,4799.46,233,At Risk
CUST0506,Vivaan Nair,Pune,145,3,4791.46,223,Needs Attention
CUST0225,Anika Mehta,Mumbai,10,5,4777.81,433,Champions / VIP
CUST0154,Pari Das,Chennai,36,4,4773.81,333,Champions / VIP
CUST0255,Saanvi Sen,Delhi,209,3,4772.52,123,Needs Attention
CUST0431,Krishna Kulkarni,Jaipur,36,5,4764.91,333,Champions / VIP
CUST0752,Aarav Kapoor,Chennai,191,3,4755.93,123,Needs Attention
CUST0238,Navya Patel,Bangalore,56,4,4755.04,333,Champions / VIP
CUST0092,Myra Das,Ahmedabad,110,3,4747.83,223,Needs Attention
CUST0555,Arjun Kapoor,Jaipur,38,5,4747.57,333,Champions / VIP
CUST0915,Riya Gupta,Bangalore,92,4,4741.96,233,At Risk
CUST0407,Krishna Choudhury,Chennai,39,5,4741.73,333,Champions / VIP
CUST0872,Myra Kapoor,Pune,247,3,4741.06,123,Needs Attention
CUST0265,Unknown Customer,Jaipur,243,3,4736.81,123,Needs Attention
CUST0769,Aarav Nair,Chennai,53,5,4736.53,333,Champions / VIP
CUST0854,Pari Mehta,Delhi,83,3,4723.98,323,Loyal Customers
CUST0705,Vihaan Kulkarni,Hyderabad,178,5,4719.88,133,At Risk
CUST0698,Ishaan Chawla,Bangalore,76,5,4716.9,333,Champions / VIP
CUST0926,Sai Saxena,Kolkata,97,4,4705.89,233,At Risk
CUST0550,Vihaan Saxena,Pune,102,3,4705.64,223,Needs Attention
CUST0395,Reyansh Rao,Jaipur,158,4,4703.82,233,At Risk
CUST0738,Pari Choudhury,Pune,92,3,4699.68,223,Needs Attention
CUST0417,Sai Iyer,Hyderabad,57,5,4693.03,333,Champions / VIP
CUST0925,Aarav Joshi,Delhi,15,3,4663.26,423,Loyal Customers
CUST0701,Angel Saxena,Hyderabad,35,3,4663.08,423,Loyal Customers
CUST0720,Reyansh Reddy,Ahmedabad,335,3,4661.29,123,Needs Attention
CUST0819,Vivaan Patel,Hyderabad,78,3,4650.69,323,Loyal Customers
CUST0367,Anika Kulkarni,Jaipur,261,3,4643.43,123,Needs Attention
CUST0734,Vihaan Singh,Hyderabad,184,4,4642.92,133,At Risk
CUST0174,Arjun Choudhury,Jaipur,22,3,4634.58,423,Loyal Customers
CUST0368,Ishaan Singh,Mumbai,8,3,4623.0,423,Loyal Customers
CUST0152,Navya Saxena,Chennai,65,4,4611.44,333,Champions / VIP
CUST1000,Ayaan Deshmukh,Pune,7,4,4601.45,432,Loyal Customers
CUST0674,Saanvi Bhat,Hyderabad,36,3,4593.87,322,Loyal Customers
CUST0114,Ishaan Sharma,Kolkata,49,4,4588.85,332,Loyal Customers
CUST0258,Diya Singh,Jaipur,21,5,4587.81,432,Loyal Customers
CUST0315,Myra Joshi,Chennai,17,3,4582.61,422,Loyal Customers
CUST0138,Vihaan Chawla,Kolkata,101,3,4582.57,222,Needs Attention
CUST0155,Ishaan Rao,Chennai,1,5,4576.85,432,Loyal Customers
CUST0277,Pari Deshmukh,Delhi,76,5,4565.84,332,Loyal Customers
CUST0694,Reyansh Chawla,Kolkata,3,3,4559.45,422,Loyal Customers
CUST0746,Arjun Deshmukh,Ahmedabad,301,3,4547.75,122,Needs Attention
CUST0595,Riya Kulkarni,Bangalore,92,4,4547.5,232,At Risk
CUST0747,Ishaan Saxena,Jaipur,3,4,4532.78,432,Loyal Customers
CUST0710,Myra Kapoor,Ahmedabad,80,3,4529.58,322,Loyal Customers
CUST0168,Myra Bhat,Kolkata,121,4,4521.64,232,At Risk
CUST0957,Unknown Customer,Kolkata,150,4,4513.43,232,At Risk
CUST0405,Saanvi Iyer,Hyderabad,36,3,4511.66,322,Loyal Customers
CUST0057,Krishna Saxena,Hyderabad,5,4,4503.84,432,Loyal Customers
CUST0392,Ananya Rao,Delhi,72,3,4496.67,322,Loyal Customers
CUST0188,Arjun Gupta,Chennai,2,4,4496.45,432,Loyal Customers
CUST0165,Angel Saxena,Chennai,211,5,4491.95,132,At Risk
CUST0868,Myra Choudhury,Hyderabad,1,3,4490.61,422,Loyal Customers
CUST0063,Saanvi Das,Mumbai,124,4,4485.53,232,At Risk
CUST0129,Arjun Choudhury,Delhi,103,3,4484.41,222,Needs Attention
CUST0430,Riya Sharma,Bangalore,14,5,4481.41,432,Loyal Customers
CUST0410,Arjun Joshi,Kolkata,151,3,4472.43,222,Needs Attention
CUST0024,Vivaan Mehta,Chennai,85,5,4470.78,232,At Risk
CUST0411,Aditya Kapoor,Bangalore,183,3,4464.17,122,Needs Attention
CUST0949,Reyansh Joshi,Ahmedabad,326,3,4462.82,122,Needs Attention
CUST0209,Saanvi Verma,Hyderabad,282,4,4455.84,132,At Risk
CUST0149,Aditya Kulkarni,Kolkata,48,2,4452.1,322,Loyal Customers
CUST0005,Angel Mehta,Delhi,19,4,4435.32,432,Loyal Customers
CUST0427,Riya Rao,Delhi,195,3,4428.06,122,Needs Attention
CUST0651,Arjun Das,Mumbai,40,3,4419.89,322,Loyal Customers
CUST0361,Vivaan Reddy,Chennai,20,3,4414.74,422,Loyal Customers
CUST0956,Aadhya Bhat,Hyderabad,22,3,4412.96,422,Loyal Customers
CUST0604,Aadhya Iyer,Kolkata,79,2,4404.89,322,Loyal Customers
CUST0952,Aditya Singh,Chennai,50,4,4378.65,332,Loyal Customers
CUST0458,Navya Reddy,Jaipur,64,4,4371.53,332,Loyal Customers
CUST0153,Riya Joshi,Delhi,20,3,4361.86,422,Loyal Customers
CUST0980,Anika Sharma,Kolkata,124,4,4348.51,232,At Risk
CUST0159,Navya Saxena,Chennai,57,4,4341.08,332,Loyal Customers
CUST0849,Sai Sen,Delhi,6,4,4340.74,432,Loyal Customers
CUST0352,Arjun Mehta,Hyderabad,177,3,4339.1,122,Needs Attention
CUST0587,Aarav Iyer,Jaipur,22,4,4337.97,432,Loyal Customers
CUST0669,Anika Chawla,Hyderabad,86,4,4330.4,232,At Risk
CUST0677,Reyansh Sen,Delhi,41,4,4301.65,332,Loyal Customers
CUST0228,Saanvi Kapoor,Ahmedabad,66,4,4301.07,332,Loyal Customers
CUST0905,Aadhya Verma,Kolkata,287,2,4299.06,122,Needs Attention
CUST0924,Unknown Customer,Hyderabad,180,4,4295.82,132,At Risk
CUST0076,Aadhya Kapoor,Pune,251,4,4295.73,132,At Risk
CUST0312,Aadhya Iyer,Delhi,10,3,4295.65,422,Loyal Customers
CUST0614,Anika Choudhury,Pune,147,4,4293.1,232,At Risk
CUST0722,Pari Sen,Delhi,26,4,4270.22,432,Loyal Customers
CUST0823,Anika Mehta,Mumbai,146,2,4268.58,212,Needs Attention
CUST0852,Ayaan Mehta,Pune,97,3,4264.43,222,Needs Attention
CUST0917,Diya Singh,Bangalore,39,3,4260.57,322,Loyal Customers
CUST0719,Reyansh Joshi,Jaipur,48,4,4260.56,332,Loyal Customers
CUST0916,Pari Nair,Mumbai,111,3,4252.9,222,Needs Attention
CUST0658,Aadhya Bhat,Kolkata,67,3,4241.03,322,Loyal Customers
CUST0457,Ananya Sen,Ahmedabad,33,3,4237.61,422,Loyal Customers
CUST0551,Vivaan Choudhury,Ahmedabad,138,2,4220.09,212,Needs Attention
CUST0961,Angel Patel,Mumbai,27,5,4220.01,432,Loyal Customers
CUST0603,Reyansh Patel,Pune,62,3,4210.72,322,Loyal Customers
CUST0080,Navya Sen,Hyderabad,118,4,4206.7,232,At Risk
CUST0545,Unknown Customer,Chennai,17,3,4206.4,422,Loyal Customers
CUST0867,Vihaan Bhat,Mumbai,65,3,4203.87,322,Loyal Customers
CUST0972,Reyansh Joshi,Mumbai,2,3,4191.54,422,Loyal Customers
CUST0900,Aarav Rao,Chennai,58,4,4185.28,332,Loyal Customers
CUST0140,Myra Reddy,Jaipur,165,3,4179.6,222,Needs Attention
CUST0785,Anika Patel,Pune,17,6,4176.86,442,Loyal Customers
CUST0549,Saanvi Sharma,Hyderabad,99,3,4159.59,222,Needs Attention
CUST0692,Riya Verma,Bangalore,80,3,4122.94,322,Loyal Customers
CUST0994,Riya Mehta,Bangalore,42,2,4121.5,312,New Customers
CUST0996,Myra Verma,Jaipur,48,4,4120.03,332,Loyal Customers
CUST0220,Krishna Choudhury,Ahmedabad,281,3,4119.76,122,Needs Attention
CUST0516,Myra Rao,Hyderabad,67,4,4118.33,332,Loyal Customers
CUST0590,Anika Sen,Bangalore,42,4,4115.1,332,Loyal Customers
CUST0363,Anika Choudhury,Unknown City,68,4,4114.14,332,Loyal Customers
CUST0962,Saanvi Singh,Mumbai,97,3,4084.21,222,Needs Attention
CUST0423,Anika Kulkarni,Mumbai,3,4,4056.63,432,Loyal Customers
CUST0577,Ananya Saxena,Bangalore,149,5,4054.87,232,At Risk
CUST0857,Anika Kulkarni,Bangalore,128,4,4054.59,232,At Risk
CUST0933,Angel Gupta,Ahmedabad,184,2,4049.53,112,Needs Attention
CUST0988,Saanvi Das,Jaipur,172,3,4041.35,222,Needs Attention
CUST0830,Krishna Das,Delhi,30,3,4034.07,422,Loyal Customers
CUST0815,Angel Verma,Ahmedabad,36,3,4027.3,322,Loyal Customers
CUST0329,Saanvi Saxena,Jaipur,266,3,4025.14,122,Needs Attention
CUST0673,Aadhya Sen,Ahmedabad,81,4,4020.28,332,Loyal Customers
CUST0939,Saanvi Iyer,Mumbai,58,4,4016.12,332,Loyal Customers
CUST0563,Diya Reddy,Delhi,106,2,4012.2,212,Needs Attention
CUST0394,Navya Das,Hyderabad,138,4,4011.61,232,At Risk
CUST0294,Aarav Kulkarni,Bangalore,70,3,4011.4,322,Loyal Customers
CUST0338,Aadhya Reddy,Kolkata,188,3,4008.76,122,Needs Attention
CUST0950,Unknown Customer,Pune,21,4,4008.42,432,Loyal Customers
CUST0370,Aditya Reddy,Bangalore,288,3,4008.01,122,Needs Attention
CUST0465,Ananya Verma,Mumbai,13,4,4006.79,432,Loyal Customers
CUST0122,Ishaan Chawla,Mumbai,86,3,4004.18,222,Needs Attention
CUST0935,Aarav Nair,Ahmedabad,10,3,4002.17,422,Loyal Customers
CUST0520,Aadhya Kapoor,Mumbai,129,4,3994.86,232,At Risk
CUST0399,Anika Joshi,Mumbai,79,4,3994.42,332,Loyal Customers
CUST0453,Ananya Choudhury,Ahmedabad,101,3,3989.43,222,Needs Attention
CUST0859,Pari Saxena,Chennai,233,4,3985.95,132,At Risk
CUST0817,Krishna Deshmukh,Ahmedabad,265,3,3982.23,122,Needs Attention
CUST0708,Pari Bhat,Chennai,113,3,3977.33,222,Needs Attention
CUST0992,Diya Nair,Hyderabad,148,4,3967.38,232,At Risk
CUST0652,Myra Bhat,Chennai,157,4,3965.87,232,At Risk
CUST0721,Pari Kapoor,Delhi,317,2,3945.84,112,Needs Attention
CUST0609,Aadhya Kulkarni,Bangalore,147,3,3944.69,222,Needs Attention
CUST0476,Aadhya Nair,Hyderabad,168,3,3941.93,222,Needs Attention
CUST0632,Navya Singh,Unknown City,99,4,3940.29,232,At Risk
CUST0089,Angel Reddy,Ahmedabad,37,3,3921.59,322,Loyal Customers
CUST0586,Reyansh Choudhury,Jaipur,3,3,3920.65,422,Loyal Customers
CUST0969,Arjun Kulkarni,Chennai,32,4,3914.25,432,Loyal Customers
CUST0311,Arjun Joshi,Chennai,286,2,3908.25,112,Needs Attention
CUST0775,Aarav Das,Chennai,44,4,3905.72,332,Loyal Customers
CUST0713,Angel Sharma,Kolkata,1,3,3893.8,422,Loyal Customers
CUST0318,Sai Verma,Unknown City,266,3,3892.03,122,Needs Attention
CUST0715,Arjun Iyer,Pune,311,2,3886.36,112,Needs Attention
CUST0178,Saanvi Kapoor,Kolkata,138,3,3878.38,222,Needs Attention
CUST0818,Aadhya Nair,Pune,78,3,3866.58,322,Loyal Customers
CUST0901,Ayaan Reddy,Mumbai,228,3,3858.78,122,Needs Attention
CUST0179,Ayaan Mehta,Chennai,0,3,3855.37,422,Loyal Customers
CUST0221,Diya Choudhury,Ahmedabad,190,4,3853.76,122,Needs Attention
CUST0552,Reyansh Mehta,Kolkata,106,2,3853.74,212,Needs Attention
CUST0246,Arjun Rao,Delhi,80,4,3851.28,322,Loyal Customers
CUST0382,Myra Reddy,Kolkata,82,3,3846.24,322,Loyal Customers
CUST0832,Navya Gupta,Kolkata,62,3,3842.61,322,Loyal Customers
CUST0203,Riya Joshi,Chennai,213,4,3835.4,122,Needs Attention
CUST0997,Anika Kapoor,Kolkata,22,3,3825.74,422,Loyal Customers
CUST0562,Reyansh Mehta,Kolkata,275,4,3824.93,122,Needs Attention
CUST0930,Saanvi Saxena,Jaipur,243,2,3816.96,112,Needs Attention
CUST0314,Aditya Choudhury,Kolkata,69,4,3813.41,322,Loyal Customers
CUST0739,Aadhya Chawla,Delhi,85,3,3810.39,222,Needs Attention
CUST0542,Aadhya Choudhury,Hyderabad,91,3,3804.63,222,Needs Attention
CUST0268,Ayaan Singh,Mumbai,182,3,3800.71,122,Needs Attention
CUST0691,Pari Choudhury,Unknown City,227,5,3799.24,132,At Risk
CUST0627,Anika Verma,Pune,400,2,3794.69,112,Needs Attention
CUST0524,Myra Reddy,Ahmedabad,60,3,3778.66,322,Loyal Customers
CUST0772,Vivaan Verma,Ahmedabad,28,2,3776.42,412,New Customers
CUST0822,Myra Das,Mumbai,154,4,3775.45,222,Needs Attention
CUST0460,Anika Choudhury,Mumbai,98,3,3760.49,222,Needs Attention
CUST0374,Ananya Rao,Delhi,46,3,3752.32,322,Loyal Customers
CUST0599,Unknown Customer,Delhi,68,3,3746.86,322,Loyal Customers
CUST0517,Reyansh Reddy,Chennai,84,3,3746.3,322,Loyal Customers
CUST0629,Aarav Patel,Chennai,275,3,3745.21,122,Needs Attention
CUST0879,Arjun Kulkarni,Kolkata,16,3,3743.19,422,Loyal Customers
CUST0891,Angel Nair,Jaipur,228,3,3736.08,122,Needs Attention
CUST0336,Diya Nair,Delhi,96,3,3731.99,222,Needs Attention
CUST0128,Unknown Customer,Chennai,42,3,3731.51,322,Loyal Customers
CUST0380,Angel Iyer,Kolkata,314,4,3727.11,122,Needs Attention
CUST0773,Vihaan Das,Jaipur,34,2,3724.05,412,New Customers
CUST0303,Anika Chawla,Kolkata,5,3,3721.4,422,Loyal Customers
CUST0511,Angel Gupta,Chennai,247,2,3714.16,112,Needs Attention
CUST0150,Sai Sen,Chennai,108,4,3712.01,222,Needs Attention
CUST0788,Sai Rao,Hyderabad,369,2,3709.57,112,Needs Attention
CUST0908,Sai Kulkarni,Delhi,83,3,3706.87,322,Loyal Customers
CUST0450,Reyansh Rao,Ahmedabad,61,4,3705.11,322,Loyal Customers
CUST0800,Aadhya Verma,Pune,77,3,3694.64,322,Loyal Customers
CUST0756,Krishna Verma,Mumbai,111,3,3692.28,222,Needs Attention
CUST0156,Ishaan Gupta,Jaipur,80,3,3690.02,322,Loyal Customers
CUST0914,Vihaan Kulkarni,Mumbai,178,4,3686.75,122,Needs Attention
CUST0816,Aditya Kulkarni,Kolkata,67,2,3685.02,312,New Customers
CUST0583,Diya Sen,Bangalore,22,2,3683.73,412,New Customers
CUST0623,Unknown Customer,Hyderabad,97,4,3633.67,222,Needs Attention
CUST0186,Diya Bhat,Chennai,7,4,3627.77,422,Loyal Customers
CUST0428,Krishna Iyer,Kolkata,148,3,3624.85,222,Needs Attention
CUST0295,Pari Reddy,Bangalore,44,4,3604.98,322,Loyal Customers
CUST0875,Unknown Customer,Ahmedabad,182,5,3585.79,132,At Risk
CUST0099,Vihaan Bhat,Bangalore,147,2,3581.24,212,Needs Attention
CUST0100,Anika Kapoor,Jaipur,46,4,3576.89,322,Loyal Customers
CUST0375,Aditya Kulkarni,Pune,15,2,3574.29,412,New Customers
CUST0194,Ayaan Kapoor,Jaipur,55,3,3565.3,322,Loyal Customers
CUST0960,Saanvi Nair,Mumbai,180,3,3556.92,122,Needs Attention
CUST0640,Vivaan Mehta,Delhi,108,3,3550.27,222,Needs Attention
CUST0403,Krishna Rao,Ahmedabad,340,2,3524.84,112,Needs Attention
CUST0687,Ishaan Patel,Mumbai,295,2,3517.47,112,Needs Attention
CUST0824,Vihaan Kulkarni,Delhi,112,3,3517.18,222,Needs Attention
CUST0936,Navya Choudhury,Ahmedabad,129,4,3514.04,222,Needs Attention
CUST0990,Diya Joshi,Hyderabad,45,4,3502.72,322,Loyal Customers
CUST0161,Riya Joshi,Bangalore,177,2,3498.4,112,Needs Attention
CUST0278,Aadhya Mehta,Chennai,233,3,3495.97,122,Needs Attention
CUST0768,Krishna Kapoor,Bangalore,103,4,3486.45,222,Needs Attention
CUST0406,Anika Deshmukh,Bangalore,60,3,3486.11,322,Loyal Customers
CUST0748,Angel Kulkarni,Ahmedabad,369,2,3480.37,112,Needs Attention
CUST0537,Vivaan Deshmukh,Pune,125,3,3446.45,222,Needs Attention
CUST0009,Angel Reddy,Mumbai,29,4,3428.9,422,Loyal Customers
CUST0056,Navya Chawla,Pune,21,4,3409.64,422,Loyal Customers
CUST0393,Navya Deshmukh,Jaipur,30,4,3397.92,422,Loyal Customers
CUST0709,Riya Nair,Hyderabad,107,3,3392.87,222,Needs Attention
CUST0439,Diya Bhat,Hyderabad,29,3,3385.0,422,Loyal Customers
CUST0628,Pari Chawla,Mumbai,65,2,3371.54,312,New Customers
CUST0094,Ananya Mehta,Chennai,57,3,3357.75,322,Loyal Customers
CUST0135,Vihaan Choudhury,Kolkata,122,2,3352.27,212,Needs Attention
CUST0412,Sai Das,Pune,381,2,3339.68,112,Needs Attention
CUST0890,Arjun Singh,Pune,429,2,3329.41,112,Needs Attention
CUST0837,Sai Patel,Ahmedabad,281,4,3327.6,122,Needs Attention
CUST0348,Vihaan Nair,Chennai,13,2,3324.03,412,New Customers
CUST0750,Sai Mehta,Jaipur,131,2,3288.1,212,Needs Attention
CUST0157,Vivaan Bhat,Hyderabad,306,3,3282.04,122,Needs Attention
CUST0346,Vivaan Chawla,Hyderabad,116,3,3277.57,222,Needs Attention
CUST0547,Aadhya Singh,Chennai,34,3,3275.09,422,Loyal Customers
CUST0144,Riya Verma,Ahmedabad,31,3,3270.78,422,Loyal Customers
CUST0086,Vihaan Patel,Ahmedabad,321,3,3270.48,122,Needs Attention
CUST0693,Vihaan Bhat,Delhi,245,2,3265.54,112,Needs Attention
CUST0543,Krishna Gupta,Hyderabad,35,3,3264.96,422,Loyal Customers
CUST0146,Ishaan Verma,Mumbai,13,3,3259.55,422,Loyal Customers
CUST0010,Myra Kulkarni,Pune,179,3,3249.68,122,Needs Attention
CUST0356,Arjun Verma,Hyderabad,73,2,3243.23,312,New Customers
CUST0633,Anika Saxena,Chennai,154,3,3229.36,222,Needs Attention
CUST0353,Aditya Das,Delhi,116,3,3221.68,222,Needs Attention
CUST0801,Vihaan Nair,Jaipur,177,2,3213.39,112,Needs Attention
CUST0211,Unknown Customer,Jaipur,11,3,3201.76,422,Loyal Customers
CUST0102,Myra Das,Bangalore,125,3,3199.73,222,Needs Attention
CUST0072,Arjun Chawla,Jaipur,13,4,3196.85,422,Loyal Customers
CUST0201,Reyansh Das,Mumbai,82,2,3193.76,312,New Customers
CUST0831,Vivaan Saxena,Hyderabad,138,2,3182.71,212,Needs Attention
CUST0305,Anika Choudhury,Delhi,449,2,3180.41,112,Needs Attention
CUST0644,Ananya Kulkarni,Mumbai,189,2,3174.11,112,Needs Attention
CUST0998,Ayaan Deshmukh,Kolkata,12,3,3165.38,422,Loyal Customers
CUST0421,Vihaan Saxena,Delhi,426,2,3165.29,112,Needs Attention
CUST0918,Aarav Saxena,Bangalore,174,4,3143.16,222,Needs Attention
CUST0855,Reyansh Deshmukh,Ahmedabad,245,3,3140.41,122,Needs Attention
CUST0483,Arjun Kapoor,Mumbai,21,2,3137.59,412,New Customers
CUST0889,Aadhya Reddy,Ahmedabad,142,3,3135.45,222,Needs Attention
CUST0880,Pari Rao,Bangalore,119,4,3130.37,222,Needs Attention
CUST0906,Navya Verma,Hyderabad,88,3,3114.59,222,Needs Attention
CUST0862,Ishaan Kulkarni,Mumbai,64,2,3110.64,312,New Customers
